document_id	paragraph_id	sentence_id	source_sentence	target_sentence
KUL/8715094AFB8C595BD371E13D35D1D5EC	3	5	地方へこき寄んとすれ共風益強く心侭に船拵ひ出来ス	陸地へと強引に近づこうとするが、風はますます強くなり、思い通りに船の操縦ができない。
KUL/8715094AFB8C595BD371E13D35D1D5EC	3	6	一同力をつくし働といえとも艫艪おれかくはつれけれは身縄にて船梁へ　くゝり付んと周章騒く内二十艘余の船は皆々先に相成大キに落さかり精　力を尽し艪を押し立んとすれ共艪おれ気力も労れ弥増自由に　得扱す	一同が力を尽くして働いても、艫と艪が折れてこのような有様では、身を縛る縄で船の梁へくくりつけようと慌てふためいているうちに、二十艘余りの船は皆すでに大きく流され、精力を尽くして艪を押し立てようとするが、艪は折れ気力も衰え、ますます自由に扱えなくなった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	3	7	帆を少々計り揚て地方に向わんとすれ共波風烈敷日暮に　成に従ひ保ち難き程の大波になり色々として相凌き夜を明す  	帆を少しだけ揚げて陸地に向かおうとするが、波風が激しく、日が暮れるにつれて保ち難いほどの大波になり、あれこれとやり過ごしながら夜を明かした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	4	1	一　同八日夜明方に地方を望めは室津の沖と覚遥に人家は見ゆれ共　艪は折たり流れたりして地方へ寄べき手立もなく風潮にまかせ漂ひ　行内大波打込水船になりかはる〳〵あかを取凌き居る	一、8日目の明け方、陸地を望むと室津の沖とわかり、遥か遠くに人家が見えるものの、艪は折れたり流されたりして陸へ近づく手段もなく、風と潮の流れに任せて漂流を続けているうちに、大波が打ち込んで船は水浸しになり、必死に水を掻き出しながら凌いでいた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	5	1	一　同九日西北風に而益大時化に相成夜前の大波に水も潮に成其水にて　粥を焚釣揚の魚を煮て一同に給へる	一、9日目、北西の風がますます強まり大時化となった。前夜の大波で水も潮混じりになり、その水で粥を炊き、釣り上げた魚を煮て一同に与えた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	5	2	此節に寒気難堪着用は濡　れ皆々凍へ其中重介五左衛門手足叶わす伝蔵楫を取寅右エ門万治郎　あかを取風波を凌く	この時、寒さは耐えがたく、着ているものは濡れて皆が凍えていた。中でも重介と五左衛門は手足が動かず、伝蔵が舵を取り、寅右エ門と万次郎が水を掻き出しながら風波を凌いだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	5	3	一　同十日風波少々泙北東風に変り雨降候に付笘を葺雨を凌	一、同10日、風波が少し静まり北東風に変わり、雨が降ったので、むしろを葺いて雨を凌いだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	5	4	少々残り居　ル米にて粥を焚魚を煮て一同に給べる	残っていたわずかな米で粥を炊き、魚を煮て一同に与えた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	5	5	右薪なけれは鋪板をくたきて　薪にす	右の薪がなかったので、床板を砕いて薪にした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	5	6	風また変り西風に成り船流るゝに行事飛か如し	風はまた変わって西風となり、船は流されるままに、飛ぶ鳥のように速く進んだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	6	1	一　同十一日西北風大に吹	一、同11日、北西の風が激しく吹いた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	6	2	此節米拂底水はなし	この時、米はすっかり払底し、水もなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	6	3	飢渇に及ふ	飢えと渇きに及んだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	6	4	一　同十二日風昨日之如し	一、同12日、風は昨日と同様。
KUL/8715094AFB8C595BD371E13D35D1D5EC	7	1	鷗大分見ゆるに付き島山近くならんと一同に噺　合て楽しむ	カモメがたくさん見られたので、島の山々が近づいているだろうと、一同が話し合って楽しんだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	7	2	一　同十三日大アナゼになり波弥益高くなり昼頃寅右エ門巽の方に島を見　出し一同気力を取直し大に力を得て神佛へ立願し	一、同13日、大嵐になり波がますます高くなり、昼頃に寅右エ門が東南の方角に島を見つけ、一同が気力を取り直し、大いに力を得て神仏に祈願した。
KUL/8715094AFB8C595BD371E13D35D1D5EC	7	3	風お真艫に受て　島影を目當に帆を揚走るに潮早く船進す	風を真正面から受け、島影を目指して帆を揚げて走ると、潮の流れが速く船は進んだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	7	4	甚難義致ス	非常に困難を極めた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	8	1	此時伝蔵　楫を取身縄を切放せは寅エ門重介帆を取込万二郎はあか取五左エ門は手凍へて　働得す	この時、伝蔵が舵を取り身縄を解き放つと、寅右衛門と重介が帆をたたみ込み、万次郎は水掻き出し、五左衛門は手が凍えて働けなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	8	2	無程日暮になりて漸く嶋近く寄来れ共風波荒く磯に着く事　叶はす	ほどなく日が暮れ、ようやく島の近くまで漂着したものの、風波が荒く磯に着岸することは叶わなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	8	3	碇を卸して掛留んとすれ共底波石有りて船掛り難し	碇を下ろして停泊しようとしたが、海底に岩礁があり船を固定できなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	8	4	依て腕の折れたる艪を調義して島を廻りて見れは岩石かちにて嶮岨なる磯ゆへ着場なく	そこで折れた艪を調節して島を回ってみたが、岩だらけの険しい磯で着岸場所は見当たらなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	8	5	漸一ト処船着を見附此所に漕寄は碇を　おろし船にて夜を明す	ようやく一か所船着き場を見つけ、ここに漕ぎ寄せて碇を下ろし、船の中で夜を明かした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	1	一　同十四日早朝島へ游き上り水を尋んとするに大成る鱶夥敷居るを見て皆々恐れ　相談をかへて船をつかしむ	一、同14日早朝、島へ泳ぎ上り水を探そうとしたが、大きなサメがたくさんいるのを見て一同恐れ、相談を変えて船に戻ることにした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	2	上るに大波打来りて水船に相成	上ろうとしたところ、大波が打ち寄せて船は水浸しになってしまった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	3	一同上陸して重介　五左衛門を残し置	一同は上陸し、重介と五左衛門を残し置いた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	4	尤三人の者共水を尋に行	ただし三人の者たちは水を探しに行く。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	5	船付之処より四五十間程行岩の　上に溜り水有三人共順に呑み残し置たる両人を連行て飲す	船の着いた場所から40～50間ほど行った岩の上に溜まった水があり、三人の者たちは順番に飲んだ後、残しておいた二人を連れて行って飲ませた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	6	久し振りにて　口を潤し渇を凌く	久しぶりに喉を潤し、渇きをしのいだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	7	此所より巽の方十間斗の処に岩穴有てこゝへ重介　五左衛門を置	この場所から南東の方角に十間ほどのところに岩穴があり、ここへ重介と五左衛門を置いた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	8	三人人家なからんかと見合に行に何も見へす	三人は人家があるのではないかと見回しに行ったが、何も見えなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	9	兎角する内に　日暮になり掛り地方に而落くると呼	あれこれしているうちに日が暮れかかり、島に落ち着くことになった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	10	大鳥夥敷居り少も人を恐れす　近寄て二三羽打殺し二羽其処に残し置一羽取帰り皮を剥き寅右衛門　試に喰に甚美味と云	大きな鳥がたくさんいて、少しも人を恐れず近寄ってきたので、二、三羽を打ち殺した。二羽をその場に残しておき、一羽を持ち帰って皮を剥いだ。寅右衛門が試しに食べてみると、「とても美味しい」と言った。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	11	夫より伝蔵万治郎一同に給べ岩穴へ持行両人　に喰せともに飢を凌く	それから伝蔵と万次郎は一同に分け与え、岩穴へ運んで二人に食べさせ、共に飢えを凌いだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	9	12	其夜は五人抱合て夜を明す	その夜は五人が抱き合いながら夜を明かした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	1	一　同十五日朝二羽置残したる鳥を万治郎取に行に皮斗り有て肉なし	一、同十五日朝、残しておいた二羽の鳥を万次郎が取りに行くと、皮だけあって肉はなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	2	そのよし帰り一同へ告置て□に引返し行て五羽打殺し取帰り皆々喰ふ	その様子を帰って一同に告げ、そこに引き返し行き、五羽を打ち殺して持ち帰り、皆で喰った。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	3	此暮船かす浪に打上ケ来るを取て岩穴の内へ寝所を拵へ着用等を敷て　寝卧に	その晩、波に打ち上げられてきた船の残骸を集め、岩穴の中に寝床を拵え、着ていた物などを敷いて寝た。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	4	火もなけれは彼鳥を生にて喰するに能〳〵身體応する哉	火もなければ、あの鳥を生のまま食べるのに、どうして体が持ちこたえられようか。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	5	食傷の障りもなくて露命をつなく	食あたりもなく、かろうじて命をつないだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	6	此島廻り三十六丁斗りにして山の高さ五十間斗	この島の周囲は三十六丁ほどで、山の高さは五十間ほどである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	7	惣体しの茅生茂り樹木　生せす	総じて茅が生い茂り、樹木は生えていない。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	8	我浦辺にてシヤシヤブと云木少しつゝ有之	私たちの浦辺には、シャシャブという木が少しずつある。
KUL/8715094AFB8C595BD371E13D35D1D5EC	10	9	又かくの鳥三月頃子　をかへし同末頃より巣を立親鳥共に飛去りて見へす	また、この鳥は三月頃に子をかえし、その月の終わり頃から巣を離れ、親鳥と共に飛び去って姿を見せなくなる。
KUL/8715094AFB8C595BD371E13D35D1D5EC	11	1	一　岩穴の口は巽うけにて穴の口の岩上より水こち〳〵落る処有り	一、岩穴の入口は南東向きで、穴の入口の岩の上から水がこつこつと落ちる場所があった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	11	2	其所へ水桶を置　水を溜て飲水とす	その場所に水桶を置き、水を溜めて飲み水とした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	11	3	在島中三ケ月程雨降らす水に渇く	島に滞在して三か月ほど雨が降らず、水に渇いた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	11	4	岩のしめりたる処へ　口を付て廻りに吸こる抔大に迷惑難儀仕たる事もあり	岩の湿り気のある場所に口を付け、周囲を舐め回すなど、大変な苦労をしたこともあった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	11	5	此節渇に堪かねて小便を　呑たる事もあり	この時期、渇きに耐えかねて小便を飲んだこともあった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	1	一　三月頃島より千里斗沖合に大船の通るを見受	一、三月頃、島から約千里沖合を大船が通るのを見かけた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	2	夜明頃物を揚けるれ共　見へさるにや過ぬ	夜明け頃に物を揚げたが見えなかったのか、通り過ぎてしまった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	3	●　四月頃かの鳥不居様になり磯貝抔とりて食物とす	●　四月頃、あの鳥がいなくなり、磯貝などを取って食物とした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	4	其後空より鳥の飛　下り又飛上る様子を遥に見付	その後、空から鳥が飛び降りたりまた飛び上がったりする様子を遠くから見つけた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	5	伝蔵万二郎と咄合鳥の居る所を尋ね　山へ登る	伝蔵と万次郎は話し合い、鳥のいる場所を探して山へ登る。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	6	伝蔵は道悪しくとて中途より帰て万二郎独り登り見るに山の上　には平地有りて石の積上たる所有り	伝蔵は道が険しいと言って途中から引き返し、万次郎が一人で登ってみると、山の上には平地があり、石が積み上げられた場所があった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	7	ふしんに思い其辺見合けれと人影も　見へす	不審に思い、その辺りを見回したが、人影も見えない。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	8	右積上たる石を取たる跡と見へて堀くほめたる所有	右に積み上げられた石を取った跡と見えて、掘り窪めたような所があった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	9	雨あかりには水　ありと見へ	雨溜まりには水があるように見えた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	10	此所鳥も居れ□十二羽打殺して万二郎取帰り	この場所にも鳥がいて、12羽を打ち殺して万次郎が取り帰った。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	11	四人の者大に悦又　替〳〵捕に行て日々食とす	四人の者は大いに喜び、代わる代わる捕りに行き、日々の食料とした。
KUL/8715094AFB8C595BD371E13D35D1D5EC	12	12	此前より重介帯下の持病起りて始終穴の中　に平卧せり	この前から重介は下痢の持病が再発し、ずっと岩穴の中に横たわっていた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	13	1	此島に有中日々之事其変り事なけれは委く記さす	この島に滞在中、日々のことに特に変わり事がなければ、詳しく記さない。  
KUL/8715094AFB8C595BD371E13D35D1D5EC	13	2	在島中　百七十日なり一	島での滞在は170日間に及んだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	14	1	六月三日頃と覚へ巽の方へ当りて白帆遥に見ゆ	一、6月3日頃と思われる日、南東の方角に白い帆が遥かに見えた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	14	2	皆一同に其船寄り来候様にと　神仏を一信に祈り願立す	一同は皆、その船が近づいてくるようにと、神仏に心を一つにして祈り願いを立てた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	14	3	昼頃右の船五里程の処へ寄懸れ共風直すして南　西の方へ廻り山の崎へ隠れてみへずなりぬ	昼頃、その船が五里ほどの距離まで近づいてきたが、風向きが変わって南西の方角へ回り込み、山の岬に隠れて見えなくなってしまった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	14	4	皆々力をおとし最早此島にて死る也　と打嘆く	一同は力を落とし、最早この島で死ぬのだと嘆き悲しんだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	14	5	万二郎より五左衛門に相談して右の船居哉南西の方へ着んも知れ　す見に行かんといへは五左衛門うけかはす【肯はず】	万次郎が五左衛門に相談し、「あの船は南西の方に着いたかもしれないから見に行こう」と言うと、五左衛門は承知しなかった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	14	6	万二郎壱人見に行に拾丁斗り山を廻れ　は白帆二つ見へ近つく体なれは大に悦び立帰り一同へ告置て直に行五左衛門	万次郎が一人で見に行き、十丁ほど山を回ると、白い帆が二つ見え、近づいている様子だったので、大いに喜んで立ち帰り、一同に告げ置いて、すぐに五左衛門のところへ行った。
KUL/8715094AFB8C595BD371E13D35D1D5EC	15	1	一　爰にて蒸気舩を雇ひ［　］十里の間河を登り「セクマント」江つき	一、ここで蒸気船を雇い［　］十里の間川を遡り、「セクマント」江に着き。
KUL/8715094AFB8C595BD371E13D35D1D5EC	15	2	右之貨銀にじゅう廿五枚渡ス	右の運賃に二十五枚渡した。
KUL/8715094AFB8C595BD371E13D35D1D5EC	16	1	夫ヨリ馬を雇ひ　荷物を車にひかセ又百五十里程行《割書：日本道｜廿一里程》	それから馬を雇い、荷物を車に引かせ、さらに百五十里（日本道では二十一里）の行程を行った。
KUL/8715094AFB8C595BD371E13D35D1D5EC	16	2	此所□川三筋あり《割書：北南中｜■あり》	ここには川が三筋ある（北、南、中にそれぞれ存在する）。
KUL/8715094AFB8C595BD371E13D35D1D5EC	16	3	此如例にて雇われ一日貨銀　六枚喰捨にて三十四五日程働貨銀弐百枚余に成資格■	この例の通り雇われ、一日の貨銀六枚を食い捨てるように使い、三十四、五日程働いて貨銀二百枚余りになった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	16	4	右之旦那博奕に打負家財迄悉く取られ　一枚も得不貨ニ付自分に堀道具を買求め金を堀七十日計堀集め銀六百枚程働溜夫を以本の通り　車馬を借「セクリマント」へ戻ル	右の旦那は博奕に負けて家財まで全て取り上げられ、一枚も得られない貨銀だったので、自分で掘り道具を買い求め、金を掘り、七十日ほどかけて集め、銀六百枚ほど稼いだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	16	5	又蒸気舩に乗て「キヤンワニセ」へ戻り宿を借て十日程逗留する内「ウツフ」　国江行商舩《割書：舩名ヱキイ｜シヤリフチ》に便を乞出帆？し西南の方へ走り戌ノ十月ウツウ国江着舩ス	労働者を雇い、元通り車馬を借りて『セクリマント』へ戻った。また蒸気船に乗って「キヤンワニセ」へ戻り、宿を借りて十日ほど逗留するうちに、「ウツフ」国行きの商船《船名ヱキイ｜シヤリフチ》に便を請い出帆し、西南の方へ進み、戌の十月にウツウ国に着船した。
KUL/8715094AFB8C595BD371E13D35D1D5EC	17	1	一　爰にて寅右衛門に逢て伝蔵五右衛門を尋ねるに両人ハ是ゟ三里計り在所ニ百姓を致し居ると　いへハ人を雇ふて呼に遣し翌日両人共来り	一、ここで寅右衛門に会い、伝蔵と五右衛門を尋ねると、両人はここから三里ほど離れた集落で百姓をしているというので、人を雇って呼びにやり、翌日両人ともやって来た。
KUL/8715094AFB8C595BD371E13D35D1D5EC	17	2	万治郎ゟ日本へ帰■ふと思ひ来■り一所ニ帰　らんやといへハ出来る事なれハ帰らんと答ふ	万次郎から日本へ帰ろうと思い至り、「一緒に帰れるのか？」と問われると、「できることなら帰りましょう」と答えた。
KUL/8715094AFB8C595BD371E13D35D1D5EC	17	3	随分出来ルと云て約束をかため四人一所ニ十日程　居ると伝蔵只居て喰ふを気の毒かり便舩の有まて在郷へ行て稼ふと云て在郷へ行　時ニ「アメリカ」の鯨舩紀州の漂流人を二■へ二人と三人と乗セ来ル	「随分できる」と言って約束を固め、四人一緒に十日ほど居ると、伝蔵はただ居て食うのを気の毒がり、便船のあるまで在郷へ行って稼ごうと言って在郷へ行く時に、「アメリカ」の鯨船に紀州の漂流人を二組へ、二人と三人と乗せて来た。
KUL/8715094AFB8C595BD371E13D35D1D5EC	17	4	彼舩頭より万治郎聞て日本　人といえはなつかしくと云て逢に行物語すれ共言語通シ難き故	その船頭は万次郎から日本人だと聞くと「懐かしい」と言って会いに行き話そうとしたが、言葉が通じにくかったので。
KUL/8715094AFB8C595BD371E13D35D1D5EC	18	1	難船人帰朝記巻之下一	難船人帰朝記 巻の下
KUL/8715094AFB8C595BD371E13D35D1D5EC	19	1	北アメリカ三十四州有り	一、北アメリカには三十四の州がある。
KUL/8715094AFB8C595BD371E13D35D1D5EC	19	2	府を「ヌヨーカ」と云惣名「ヌーインギランシイト」と云	府を「ニューヨーク」と言い、総名を「ニューイングランド」と言う。
KUL/8715094AFB8C595BD371E13D35D1D5EC	19	3	「アメリカ」を彼地ニ而　「メリテ」と云小名を「ブレタン」メキシフ」テキシコ」抔といふ所なり（所蔵印）一	「アメリカ」をその地では「メリテ」と呼び、通称として「ブレタン」「メキシフ」「テキシコ」などという所である（所蔵印）
KUL/8715094AFB8C595BD371E13D35D1D5EC	20	1	畑開発して年貢諸掛りものなく開次第にて開さへすれハ地所夥敷あり一	一、畑を開発し、年貢や諸掛かりのものがなく、開墾次第に開拓さえすれば、土地が夥しく存在する。
KUL/8715094AFB8C595BD371E13D35D1D5EC	21	1	地下人諸掛り惣身代に応じ割付有り	一、一般市民の諸税は総資産に応じて割り当てが定められている。
KUL/8715094AFB8C595BD371E13D35D1D5EC	21	2	一州この額ノ口所集るなり	一つの州では、この額の課税区分ごとに集計されるのである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	22	1	男子ハ十五才になれハ一	男子は十五歳になれば
KUL/8715094AFB8C595BD371E13D35D1D5EC	22	2	刑罰甚鮮し過銀を被取事抔も有り	一、刑罰は非常に少ないが、過分な罰金を科されることなどもある。
KUL/8715094AFB8C595BD371E13D35D1D5EC	22	3	人を殺したる者ハ死刑有り	人を殺した者は死刑がある
KUL/8715094AFB8C595BD371E13D35D1D5EC	22	4	其外可殺か　殺す間敷かも■ふ者をハ所々に建札を出し日限を極めて斯くの仕業を致せし　者成か可■か可殺哉と衆人に■■れて入札様のもをさせ可殺札多けれハ多き方に決定す一	その他、殺すべきか否かを疑われる者については、所々に立て札を出して期限を定め、このような仕業をした者が殺すべきかどうかを衆人に問うて投票用紙を書かせ、『殺す』と書かれた札が多ければ、多数決で決定する。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	1	寺を「チヨイ」と云	一、寺を「チヨイ」という。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	2	宗旨不知僧と云者も俗躰なり	宗旨を知らない僧侶と呼ばれる者たちも、世俗的な姿をしている。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	3	着用も替らす妻帯肉食す　もの　精進の時者買の者を不喰魚鳥ハ喰ふ	普段着を替えることもなく、妻帯し肉を食す者たちも、精進の期間は獣肉を食べず、魚と鳥は食べる。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	4	寺の作様ハ方塔堂の如くにて■大至極のもの也	寺の造り様は方形の塔堂の如くにして、実に大至極のものだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	5	を傳ひて文箱往来する様からくりに仕かけ有	文箱が行き来する様子を伝える機械仕掛けが施されている。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	6	是も早き事飛か如し	これも飛ぶように早いことだった。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	7	是以送継有てさり	このようにして送り継いでいったのである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	23	8	一　織物の機木綿の糸を行車枕木にて板を引払皆くわくりにて栫るなり	一、織物の機は木綿の糸を行車と枕木で板を引き払い、全て杼（ひ）で緯糸を通すのである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	24	1	一　唐家ハ石硝子の障子にて囲ひ	一、外国の家屋は石とガラスの仕切りで囲まれている  
KUL/8715094AFB8C595BD371E13D35D1D5EC	24	2	其中に諸品出し有	その中には様々な品物が陳列されている。  
KUL/8715094AFB8C595BD371E13D35D1D5EC	24	3	至て見るものもなり	実に見応えのあるものだ。
KUL/8715094AFB8C595BD371E13D35D1D5EC	25	1	一　傘の形日本の如し	一、傘の形は日本のようである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	25	2	尤大小あり	ただし、大小がある。
KUL/8715094AFB8C595BD371E13D35D1D5EC	25	3	木綿にて張り蝋引也	木綿で張り、蝋を引いたものである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	25	4	骨ハ鯨のエラにて作る合ゐり羅紗也	骨は鯨のえらで作ったものを組み合わせ、ラシャである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	26	1	一　外療日本に同じ	一、外の治療法は日本と同じである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	26	2	灸治する事なし	灸治療を行うことはない。
KUL/8715094AFB8C595BD371E13D35D1D5EC	26	3	病によりて腕より血を取る事を見たり	病気によって腕から血を取ることを見た。
KUL/8715094AFB8C595BD371E13D35D1D5EC	26	4	一　種痘彼土等ら彼行手術ハ日本へ傳来の如し	一、種痘の手術は、彼の土地々々で行われているものが、日本に伝来したもののようである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	26	5	天然痘ハ感せさるよし	天然痘は感染しないとのことである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	27	1	一　南アメリカ」の南の鼻なる瀬戸の上動かさる雲三ツ有	一、「南アメリカ」の南の岬にある瀬戸の上に、動かされない三つの雲がある。
KUL/8715094AFB8C595BD371E13D35D1D5EC	27	2	白き雲一ツ墨雲二ツ　いつにても有と云	白い雲一つと墨色の雲二つが常にあるという。
KUL/8715094AFB8C595BD371E13D35D1D5EC	28	1	一　彼土に北極星ハなれ共南極にハ星なしと云趣なり	一、その土地には北極星はあるが、南極には星がないとのことである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	28	2	一　ウツク」国の辺りハ年中丑寅の風斗り吹と云	一、ウツク国の辺りは年中、丑寅（北東）の風ばかりが吹いているという。
KUL/8715094AFB8C595BD371E13D35D1D5EC	29	1	一　裸島「キンシメゲルツプト」云島ハ鉱本よし	一、裸島『キンシメゲルツプト』という島は鉱物の産地が良い。
KUL/8715094AFB8C595BD371E13D35D1D5EC	29	2	石を以て刃物とし船を作る	石を刃物として船を作る。
KUL/8715094AFB8C595BD371E13D35D1D5EC	30	1	一　丸木の内を彫て長三四間斗りも有る船を外より遠見す時に獣の皮にて　造りたる様に見ゆる也	一、丸太の内側を彫って長さ三四間ほどもある船を、外から遠くから見ると、獣の皮で造ったように見えるのである。
KUL/8715094AFB8C595BD371E13D35D1D5EC	31	1	一　メベツリータ」より長寄之辺船路日道にて一万四五千里斗と云	一、「メベツリータ」より長寄の辺りの船路と陸路にて一万四五千リほどという。
